title,genre,description,author,bookformat,isbn,pages,image
Achtendertig nachten,"History,Nonfiction,Biography,English History,Tudor Period,Historical,European Literature,British Literature,History,European History,Literature,16th Century,Biography Memoir,Audiobook","Elsjen Roelofs wordt verdacht van het vergiftigen van haar man, Jan Alberts. In maart 1767 komt zij in het gevang van Assen terecht, waar ze op haar berechting moet wachten tot het kind dat zij verwacht geboren is.",Janne IJmker,Paperback,9023993284,312,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323376766l/10106604.jpg
Crisis of the House Divided: An Interpretation of the Issues in the Lincoln-Douglas Debates,"European Literature,Romanian Literature,Classics","Crisis of the House Divided, is the standard historiography of the Lincoln-Douglas debates. Harry Jaffa provides the definitive analysis of the political principles that guided Lincoln from his re-entry into politics in 1854 through his Senate campaign against Douglas in 1858.,"",Crisis of the House Divided, has shaped the thought of a generation of Abraham Lincoln and Civil War scholars.""â€”Mark E. Needly, Jr., ,Civil War History,""An important book about one of the great episodes in the history of the sectional controversy. It breaks new ground and opens a new view of Lincoln's significance as a political thinker.""â€”T. Harry Williams, ,Annals of the American Academy of Political and Social Sciences,""A searching and provocative analysis of the issues confronted and the ideas expounded in the great debates. . . . A book which displays such learning and insight that it cannot fail to excite the admiration even of scholars who disagree with its major arguments and conclusions.""â€”D. E. Fehrenbacher, ,American Historical Review",Harry V. Jaffa,Paperback,226391132,460,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328873575l/101067.jpg
The Last Tresilians,"Reference,Computer Science,Programming,Computer Science,Technical,Computer Science,Computers,Science,Computer Science,Nonfiction,Computer Science,Software,Science,Technology",,J.I.M. Stewart,Paperback,,383,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306238422l/10106839.jpg
"Ubuntu Hacks: Tips & Tools for Exploring, Using, and Tuning Linux","Romance,M M Romance,Fantasy,Paranormal,Paranormal,Shapeshifters,Romance,Contemporary,Paranormal,Vampires,M M Paranormal,M M Shapeshifters,Fantasy,Romance,Paranormal Romance,Shapeshifters,Werewolves","Ubuntu Linux--the most popular Linux distribution on the planet--preserves the spirit embodied in the ancient African word ,ubuntu,, which means both ""humanity to others"" and ""I am what I am because of who we all are."" Ubuntu won the ,Linux Journal, Reader's Choice Award for best Linux distribution and is consistently the top-ranked Linux variant on DistroWatch.com. The reason this distribution is so widely popular is that Ubuntu is designed to be useful, usable, customizable, and always available for free worldwide.,Ubuntu Hacks, is your one-stop source for all of the community knowledge you need to get the most out of Ubuntu: a collection of 100 tips and tools to help new and experienced Linux users install, configure, and customize Ubuntu. With this set of hacks, you can get Ubuntu Linux working exactly the way you need it to. Learn how to:,Install and test-drive Ubuntu Linux. Keep your system running smoothly Turn Ubuntu into a multimedia powerhouse: rip and burn discs, watch videos, listen to music, and more Take Ubuntu on the road with Wi-Fi wireless networking, Bluetooth, etc. Hook up multiple displays and enable your video card's 3-D acceleration Run Ubuntu with virtualization technology such as Xen and VMware Tighten your system's security Set up an Ubuntu-powered server,Ubuntu Hacks, will not only show you how to get everything working just right, you will also have a great time doing it as you explore the powerful features lurking within Ubuntu.,""Put in a nutshell, this book is a collection of around 100 tips and tricks which the authors choose to call hacks, which explain how to accomplish various tasks in Ubuntu Linux. The so called hacks range from down right ordinary to the other end of the spectrum of doing specialised things...More over, each and every tip in this book has been tested by the authors on the latest version of Ubuntu (Dapper Drake) and is guaranteed to work. In writing this book, it is clear that the authors have put in a lot of hard work in covering all facets of configuring this popular Linux distribution which makes this book a worth while buy."", -- Ravi Kumar, Slashdot.org","Jonathan Oxer,Kyle Rankin,Bill Childers",Paperback,596527209,450,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328834893l/101069.jpg
The Children of Henry VIII,,"At his death in 1547, King Henry VIII left four heirs to the English throne: his only son, the nine-year-old Prince Edward; the Lady Mary, the adult daughter of his first wife, Catherine of Aragon; the Lady Elizabeth, the daughter of his second wife, Anne Boleyn, and his young great-niece, the Lady Jane Grey. These are the players in a royal drama that ultimate led to Elizabeth's ascension to the throne--one of the most spectacularly successful reigns in English history.",Alison Weir,Paperback,345407865,385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399075167l/10106.jpg
Gaudeamus,,"Scritto da un Eliade ancora giovane nella sua Bucarest sul finire degli anni Venti, questo romanzo restituisce alla perfezione la tensione estrema che precede lo slancio verso la vita, lâ€™irrequietudine di scelte ancora da fare, lâ€™attesa prima del viaggio con cui infatti si chiude il libro, definitivo commiato dai luoghi e dalle amicizie della giovinezza.",Mircea Eliade,Paperback,2868698816,266,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180210013l/1010714.jpg
Running Linux,"History,Nonfiction,North American Hi...,American History,Military,Military History,War,Military Fiction,War,Audiobook,Historical,Literature,American,American Revolution,American Revolutionary War","The Barnes & Noble Review,Approach Linux with the inquisitiveness and creativity that has always marked the open source community: read ,Running Linux, 5th Edition,.,You won t find more experienced authors. Matt Welsh wrote the original Linux Installation and Getting Started guide; Matthias Dalheimer now leads the KDE Foundation. Their knowledge shows, whether they re talking about system administration, multimedia, or programming. ,You ll start by getting comfortable and productive: navigating command lines and GUIs; using browsers and office software; even gaming. Then, the authors lead you into the ,heart, of Linux. You ll build kernels, process text, manage startup, troubleshoot X Window video. You ll implement print, file, network, and Internet services. There s even a full chapter on building LAMP application environments. Along the way, the authors introduce a raft of new topics, from encrypted email to groupware -- all with the clarity and accuracy you need to get results. ,Bill Camarda, from the February 2006, ,href="",http://www.barnesandnoble.com/newslet..., Only","Matthias Kalle Dalheimer,Matt Welsh",Paperback,596007604,974,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328834393l/101071.jpg
Surviving the Change,"History,Nonfiction,Reference,North American Hi...,American History,Biography","A shifter without a mateâ€”a man who's afraid to trust. Time is against them and even love might not be enough to survive the change.,Dan Bailey is a loner, a shifter without a pack that no pack will accept unless he has a mate. He's only looking for work and a few beers with friends when he meets Blythe Kenner, and suddenly his priorities change.,Blythe doesn't trust anyoneâ€”especially shifters. All he wants to do is bide his time working behind the bar while getting his law degree. That is until Dan walks in and makes it his sole vocation to get under Blythe's skinâ€¦and his covers. Blythe never counted on having a shifter as a lover, and complicated doesn't begin to describe how he feels.,Dan knows how he feels and he's not going to let Blythe go without a fight. But time is running out. A rival pack isn't happy with Dan's living arrangements, and if Dan can't win Blythe's trust soon, their very lives will be at stake.",Cari Z.,ebook,857153870,87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355959169l/10107759.jpg
"Isis on the Nile. Egyptian Gods in Hellenistic and Roman Egypt: Proceedings of the Ivth International Conference of Isis Studies, Liege, November 27-29 2008","European Literature,Romanian Literature,Fiction,Fantasy,Classics,Horror,Cultural,Romania,Literature,Literature,20th Century,Mystery,Gothic","The diffusion of the cults of Isis is recently again intensively studied. Research on this fascinating phenomenon has traditionally been characterised by its focus on L'Egypte hors d'Egypte, while developments in Hellenistic and Roman Egypt itself were often seen as belonging to a different domain. This volume tries to overcome that unhealthy dichotomy by studying the cults of Isis in Hellenistic and Roman Egypt itself in relation to developments in the Mediterranean at large. The book not only presents an overview of the most important deities, often based on new or unpublished material, but also pays ample attention to the cultural processes behind Isis on Nile, like relations between style and identity, religious choice, social- and cultural memory and Egypt s view of its own past.""","Laurent Bricault,Miguel John Versluys,Keith D. Stanglin",Hardcover,9004188827,394,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385731350l/10107801.jpg
"Nightjars, Potoos, Frogmouths, Oilbird, and Owlet-Nightjars of the World","History,Nonfiction,English History,Tudor Period,Biography,European Literature,British Literature,Biography Memoir,Historical,Historical,Medieval","This is the ultimate identification guide to the nightjars, potoos, frogmouths, Oilbird, and owlet-nightjars of the world. Covering all 135 known species of these elusive and cryptically plumaged birds, this illustrated guide features more than 580 superb color photographs depicting every species and many subspecies, including numerous images never before published. Photos of museum specimens are provided for birds for which no images in the wild exist, including species not seen since their original discovery. Detailed species accounts describe key identification features, confusion species, vocalizations, distribution, habitat and altitudinal range, breeding season and sites, egg type and clutch size, downy chick, status, and Red List category. This easy-to-use photographic guide also includes a color distribution map for every species as well as sections on plumage, taxonomy, and more.,The ultimate identification guide to these elusive birds,Covers all 135 known species,Features more than 580 color photos,Provides detailed species accounts and a color distribution map for every species,Includes sections on plumage, taxonomy, and more",Nigel Cleere,Hardcover,691148570,464,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348887663l/10107841.jpg
The War That Made America: A Short History of the French and Indian War,"Nonfiction,Food and Drink,Food,Health,Food and Drink,Cookbooks,Food and Drink,Cooking,Self Help,Health,Nutrition,Reference,Food and Drink,Self Help,Personal Development","The globe's first true world war comes vividly to life in this ""rich, cautionary tale"" (,The New York Times Book Review,) , The French and Indian War -the North American phase of a far larger conflagration, the Seven Years' War-remains one of the most important, and yet misunderstood, episodes in American history. Fred Anderson takes readers on a remarkable journey through the vast conflict that, between 1755 and 1763, destroyed the French Empire in North America, overturned the balance of power on two continents, undermined the ability of Indian nations to determine their destinies, and lit the ""long fuse"" of the American Revolution. Beautifully illustrated and recounted by an expert storyteller, ,The War That Made America, is required reading for anyone interested in the ways in which war has shaped the history of America and its peoples.","Fred Anderson,R. Scott Stephenson",Paperback,143038044,293,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348783423l/101078.jpg
1001 People Who Made America,"Food and Drink,Cookbooks,Food and Drink,Food,Food and Drink,Cooking,Health,Nonfiction,Food and Drink,Vegan,Food and Drink,Vegetarian","Who are the pivotal figures in American historyâ€”the men and women who have helped shape who we are as a people and how we look at ourselves as Americans? In this companion to his popular ,1001 Events That Made America,, Alan Axelrod suggests we can answer this question only after we look with an open mind into all the areas of our collective past. ,1001 People Who Made America, does just that, highlighting the famous as well as the infamous, the virtuous as well as the notorious, from the nation's earliest days to the present. Serving up history in lively, accessible bits, the book presents a who's who of American politics, arts, science, business, religion, and pop culture, along with concise explanations of each figure's historical significance. Featured personalities range from Jesse James to Al Capone, Harriet Beecher Stowe to Betty Friedan, George Washington to George W. Bush, Harriet Tubman to Martin Luther King, Jr., Stephen Foster to Elvis, John L. Sullivan to Muhammad Ali, Edwin Booth to Marlon Brando, Washington Irving to Thomas Pynchon, Jacob Aster to Bill Gates. ,Axelrod's writing is packed with information and insight, giving readers a deeper understanding of what it means to be an American. The appealing design and easy-to-read format invite browsing and make this book a great gift for history buffs and all thoughtful Americans.",Alan Axelrod,Hardcover,1426200528,352,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320489394l/101079.jpg
Mademoiselle Christina,"European Literature,Romanian Literature,Classics,Fiction,Cultural,Romania,Academic,School,Literature,Academic,Read For School,Literature,20th Century,Unfinished,Young Adult,Coming Of Age","Une famille isolÃ©e au bord du Danube subit lâ€™influence malÃ©fique dâ€™une ancÃªtre disparue. Mademoiselle Christina hante les chambres des occupants, vampire Ã  lâ€™apparence sÃ©ductrice, elle charme Egor et enlÃ¨ve petit Ã  petit toute vie dans la demeure austÃ¨re. Sous la lumiÃ¨re blafarde de la lune, les ombres trahissent la prÃ©sence dâ€™un autre monde, effrayant, celui des Ã¢mes damnÃ©es. Entre deux soupirs de Sanda, jeune fille exsangue, un silence de mort sâ€™installe dans le rÃ©cit.,Egor trouvera-t-il la force de lutter contre lâ€™enchanteresse Christina ? La jeune Simina, possÃ©dÃ©e par le mal, semble en douter.,Mademoiselle Christina nous vient tout droit du folklore roumain. Une histoire de vampires dans un monde en proie au blasphÃ¨me; pour l'exorciser, un jeune homme tue deux fois le vampire en lui transperÃ§ant le cÅ“ur. Le dialogue entre le monde des morts et celui des vivants n'est pas Ã©phÃ©mÃ¨re. Les deux camps se livrent un siÃ¨ge sans merci, Ã  ceci prÃ¨s que les belligÃ©rants se disputent non des fortunes mais des Ã¢mes, et que leurs armes ne sont pas des armes classiques, mais des rituels magiques.",Mircea Eliade,Paperback,2851978047,204,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1280434449l/1010798.jpg
The Last Days of Henry VIII,"Sequential Art,Graphic Novels,Sequential Art,Comics,Nonfiction,Autobiography,Memoir,Cultural,Canada,Biography,Graphic Novels Comics,Biography,Autobiography,Sexuality,Sequential Art,Bande DessinÃ©e","A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue,Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign.,Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, ,The Last Days of Henry VIII, offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history.,Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight.,After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne.,The Last Days of Henry VIII, is a gripping and compelling history as fascinating and remarkable as its subject.",Robert Hutchinson,Hardcover,60837330,368,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166115525l/10107._SY475_.jpg
"The Beauty Detox Solution: Eat Your Way to Radiant Skin, Renewed Energy and the Body You've Always Wanted","Fiction,Horror,Thriller,Historical,Historical Fiction,Mystery,Mystery,Crime,Gothic,Southern Gothic,Gothic,Mystery,Noir,Audiobook","Nutritionist and beauty expert Kimberly Snyder helps dozens of A-list celebrities get red-carpet readyâ€”and now you're getting the star treatment. Kim used to struggle with coarse hair, breakouts and stubborn belly fat, until she traveled the world, learning age-old beauty secrets. She discovered that what you eat is the ultimate beauty product, and she's developed a powerful program that rids the body of toxins so you can look and feel your very best. With just a few simple diet changes, you will:,Get a youthful, radiant glow Banish acne, splotchy skin and wrinkles Grow lustrous hair and strong nails? Get rid of the bloat, melt away fat and never count calories again!",Kimberly Snyder,Paperback,373892322,272,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347711014l/10108198.jpg
Live Raw: Raw Food Recipes for Good Health and Timeless Beauty,"Fiction,Adult Fiction,Erotica,Fantasy,Short Stories,Novels,Humor,Romance,Sexuality,Literature,Unfinished","Everyone knows that eating well makes you feel good, but Mimi Kirk is living proof that eating well ideally raw vegan food can make you look amazing. She 's routinely taken to be at least twenty years younger than her age. Live Raw offers 120 recipes sprinkled with must-have advice, including such topics as: Detoxifying So Gravity Won t Get You Down: A detoxifying program to rid your body of dangerous toxins drop weight in the process and experience an abundance of energy. What You Need to Eat Every Day, and Why: An easy-to-read chart of the foods your body needs daily, what vitamins they contain, and what part of the body they compliment and nourish. Delicious Raw Food Recipes That Won t Scare Off Non- Vegetarians: Stuffed Portobello Mushrooms with Basil Pesto, Pomodoro Lasagna, Lemony Cheesecake, and more. Learn how to feel better and look better with Mimi Kirk in this engaging, one-of-a-kind guide.",Mimi Kirk,Paperback,1616082747,240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391342317l/10108214.jpg
Le Roman de l'adolescent myope,"Mystery,Romance,Romance,Contemporary Romance,Mystery,Cozy Mystery,Romance,Romantic Suspense,Fiction,Suspense,Humor,Womens Fiction,Chick Lit,Contemporary","""Puisque je suis restÃ© seul, j'ai dÃ©cidÃ© de me mettre Ã  Ã©crire aujourd'hui mÃªme ,Le Roman de l'adolescent myope,. J'y travaillerai chaque aprÃ¨s-midi. Je n'ai pas besoin d'inspiration ; il faut que j'Ã©crive ma vie, et ma vie, je la connais ; quant au roman, j'y pense depuis longtemps."" Voici dÃ©crit dÃ¨s les premiÃ¨res phrases le projet de ce livre, oÃ¹ le narrateur, un adolescent prÃ©coce et tourmentÃ© dans la Bucarest du dÃ©but du siÃ¨cle, dÃ©voile - avec prÃ©cision et presque impudeur - son quotidien : les travers de ses profs, les complots des Ã©lÃ¨ves, leurs convoitises sexuelles, les premiers exploits erotiques, la dÃ©couverte de sa propre altÃ©ritÃ©... mais aussi la nÃ©cessitÃ© d'Ã©crire, qui lui est chevillÃ©e au corps. RetrouvÃ© voici peu dans un grenier de Bucarest, ce roman - Ã©crit alors mÃªme que Mircea Eliade avait l'Ã¢ge de son hÃ©ros - est aussi un inestimable document sur le grand Ã©crivain qui fut lui-mÃªme cet adolescent de gÃ©nie qu'il nous rÃ©vÃ¨le en faisant mine de le dÃ©couvrir.","Mircea Eliade,Irina Mavrodin",Paperback,2868697801,246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180210277l/1010836.jpg
Paying for It,"Science,Geography,Childrens","A CONTEMPORARY DEFENSE OF THE WORLD'S OLDEST PROFESSION,Chester Brown has never shied away from tackling controversial subjects in his work. In his 1992 book, ,The Playboy,, he explored his personal history with pornography. His bestselling 2003 graphic novel, ,Louis Riel,, was a biographical examination of an extreme political figure. The book won wide acclaim and cemented Brown's reputation as a true innovator.,Paying for It ,is a natural progression for Brown as it combines the personal and sexual aspects of his autobiographical work with the polemical drive of ,Louis Riel,. Brown calmly lays out the facts of how he became not only a willing participant in but a vocal proponent of one of the world's most hot-button topicsâ€”prostitution. While this may appear overly sensational and just plain implausible to some, Brown's story stands for itself. ,Paying for It ,offers an entirely contemporary exploration of sex workâ€”from the timid john who rides his bike to his escorts, wonders how to tip so as not to offend, and reads Dan Savage for advice, to the modern-day transactions complete with online reviews, seemingly willing participants, and clean apartments devoid of clichÃ©d street corners, drugs, or pimps.,Complete with a surprise ending, ,Paying for It ,provides endless debate and conversation about sex work and will be the most talkedabout graphic novel of 2011.","Chester Brown,Robert Crumb",Hardcover,1770460489,292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317067463l/10108380.jpg
The Devil All the Time,"Transport,Trucks","Set in rural southern Ohio and West Virginia, ,The Devil All the Time, follows a cast of characters from the end of World War II to the 1960s. Thereâ€™s Willard Russell, tormented veteran of the carnage in the South Pacific, who canâ€™t save his beautiful wife, Charlotte, from an agonizing death by cancer no matter how much sacrifiÂ­cial blood he pours on his â€œprayer log.â€ Thereâ€™s Carl and Sandy Henderson, a husband-and-wife team of serial killÂ­ers, who troll Americaâ€™s highways searching for suitable models to photograph and exterminate. Thereâ€™s the spider-handling preacher Roy and his crippled virtuoso-guitar-playing sidekick, Theodore, running from the law. And caught in the middle of all this is Arvin Eugene Russell, Willard and Charlotteâ€™s orphaned son, who grows up to be a good but also violent man in his own right.",Donald Ray Pollock,Hardcover,038553504X,261,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320561517l/10108463.jpg
House of Holes,"Northern Africa,Morocco","Shandee finds a friendly arm at a granite quarry. Ned drops down a hole in a golf course. Luna meets a man made of light bulbs at a tanning parlor. So begins Nicholson Baker's fuse-blowing, sex-positive escapade, ,House of Holes,. Baker, the bestselling author of ,The Mezzanine,, ,Vox,, and ,The Fermata,, who ""writes like no one else in America"" (,Newsweek,), returns to erotic territory with a gleefully over-the-top novel set in a pleasure resort, where normal rules don't apply. Visitors, pulled in via their drinking straws or the dryers in laundromats, can undergo crotchal transfers . . . make love to trees . . . visit the Groanrooms and the twelve-screen Porndecahedron . . . or pussy-surf the White Lake. It's very expensive, of course, but there are work-study programs. In charge of day-to-day operations is Lila, a former hospital administrator whose breast milk has unusual regenerative properties.,Brimful of good-nature, wit, and surreal sexual vocabulary, ,House of Holes, is a modern-day Hieronymous Boschian bacchanal that is sure to surprise, amuse, and arouse.",Nicholson Baker,Hardcover,143918951X,262,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333204278l/10108469.jpg
Rumble on the Bayou,"Travel,Cultural,Spain,Classics,Biography","Deputy Dorie Berenger knew the day would go from bad to worse when she found a stoned alligator in the town drunkâ€™s swimming pool. Then DEA agent Richard Starke shows up in Gator Bait, Louisiana, giving out orders and insults faster than you can cast a fishing line. ,Dorie knows the residents of Gator Bait arenâ€™t going to talk to a stranger, especially a Yankee, but she stuck with Richard until he catches his bad guy. With no other alternative to restore peace to the small town, Dorie agrees to help Richard catch a criminal and in the process, uncovers decades of secrets that have been hiding deep in the Louisiana bayou. ,(Note: This book is part of the authorâ€™s backlist, originally released in print in 2009 by Dorchester Publishing)",Jana Deleon,Kindle Edition,,340,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328303568l/10108524.jpg
Rand McNally Kids' Road Atlas,"Nurses,Nursing","For years, Rand McNally's state-by-state road atlas for children has been an important part of family travel. For 1999, we've created a completely new book with great new state maps of the United States as well as all-new games, illustrations and a fresh, bright cover design. Features include: ,Real road maps of each state (just like the grown-up road atlas) with kid-level detail and appeal ,- State information like the capital, official bird, flower, tree and state nickname ,Games and puzzles for each state in the U.S. (and Canada and Mexico, too!) ,Map reading skills incorporated into some games and puzzles ,Maps of Canada and Mexico","Kristy McGowan,Karen Richards",Paperback,528965441,80,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348350060l/1010853.jpg
Tow Trucks,"Historical,Historical Fiction,Fiction,Historical,Fantasy,European Literature,British Literature,Adventure,Historical Fiction,Historical Fantasy,Historical Fiction,Prehistoric,History,Prehistory,Romance","Text and photographs present tow trucks, their parts, and their jobs.","Terri DeGezelle Michels,Gail Saunders-Smith",Hardcover,736853596,24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348024517l/10108552.jpg
"Morocco Bound: Disorienting America's Maghreb, from Casablanca to the Marrakech Express","European Literature,Spanish Literature","Until attention shifted to the Middle East in the early 1970s, Americans turned most often toward the Maghrebâ€”Morocco, Algeria, Tunisia, and the Saharaâ€”for their understanding of â€œthe Arab.â€ In ,Morocco Bound,, Brian T. Edwards examines American representations of the Maghreb during three pivotal decadesâ€”from 1942, when the United States entered the North African campaign of World War II, through 1973. He reveals how American film and literary, historical, journalistic, and anthropological accounts of the region imagined the role of the United States in a world it seemed to dominate at the same time that they displaced domestic social concernsâ€”particularly about race relationsâ€”onto an â€œexoticâ€ North Africa.Edwards reads a broad range of texts to recuperate the disorienting possibilities for rethinking American empire. Examining work by William Burroughs, Jane Bowles, Ernie Pyle, A. J. Liebling, Jane Kramer, Alfred Hitchcock, Clifford Geertz, James Michener, Ornette Coleman, General George S. Patton, and others, he puts American texts in conversation with an archive of Maghrebi responses. Whether considering Warner Brothersâ€™ marketing of the movie ,Casablanca, in 1942, journalistic representations of Tangier as a city of excess and queerness, Paul Bowlesâ€™s collaboration with the Moroccan artist Mohammed Mrabet, the hippie communities in and around Marrakech in the 1960s and early 1970s, or the writings of young American anthropologists working nearby at the same time, Edwards illuminates the circulation of American texts, their relationship to Maghrebi history, and the ways they might be read so as to reimagine the role of American culture in the world.",Brian T. Edwards,Paperback,822336448,376,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328864380l/1010858.jpg
La Biblia en EspaÃ±a,"History,Nonfiction,History,Archaeology,Travel,European Literature,British Literature,Science","My friend told me that these heights were favourite stations of robbers. Some two years since, a band of six mounted banditti remained there three days, and plundered whomsoever approached from either quarter: their horses, saddled and bridled, stood picqueted at the foot of the trees, and two scouts, one for each eminence, continually sat in the topmost branches and gave notice of the approach of travellers.",George Borrow,,1847028128,0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348796053l/1010859.jpg
Student Laboratory Manual for Physical Examination & Health Assessment,"Sequential Art,Manga,Fantasy,Romance,Sequential Art,Graphic Novels,Fiction,Young Adult,Sequential Art,Comics,Manga,Shonen,Science Fiction,Time Travel,Historical,Historical Fiction","Reinforce your understanding of essential examination and assessment skills and with this lab manual companion to Carolyn Jarvis' ,Physical Examination and Health Assessment, 6th Edition,. A wide variety of checklists, activities, and exercises challenge you to apply your knowledge and provide hands-on practice.,A variety of ,review questions, and ,study activities, test your understanding of key points and procedures:,Short answer,Fill-in-the-blank,Multiple-choice,Matching,Anatomy labeling exercises,Regional write-up sheets, familiarize you with physical examination forms and provide practice for recording narrative accounts of patient history and examination findings.,Reading assignments, help you review relevant textbook content with convenient chapter and page references.,Clinical objectives, for each chapter help you study more effectively. A comprehensive g,lossary ,provides fast, easy access to key terms and definitions from the textbook.,New assessment tools and updated illustrations, test your retention and understanding.,Updated evidence-based practice guidelines, throughout the manual reflect the most current research and assessment practices.",Carolyn Jarvis,Paperback,1437714455,313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348197756l/10108676.jpg
Stonehenge,"Sequential Art,Manga,Fantasy,Sequential Art,Graphic Novels,Romance,Manga,Shonen,Sequential Art,Comics,Fiction,Science Fiction,Time Travel,Historical,Historical Fiction,Fantasy,Supernatural","Four thousand years ago, a stranger's death at the Old Temple of Ratharryn-and his ominous ""gift"" of gold-precipitates the building of what for centuries to come will be known as one of mankind's most singular and remarkable achievements. Bernard Cornwell's epic novel ,Stonehenge, catapults us into a powerful and vibrant world of ritual and sacrifice at once timeless and wholly original-a tale of patricide, betrayal, and murder; of bloody brotherly rivalry: and of the never-ending quest for power, wealth, and spiritual fulfillment.,Three brothers-deadly rivals-are uneasily united in their quest to create a temple to their gods. There is Lengar, the eldest, a ruthless warrior intent on replacing his father as chief of the tribe of Ratharryn; Camaban, his bastard brother, a sorcerer whose religious fervor inspires the plan for Stonehenge; and Saban, the youngest, through whose expertise the temple will finally be completed. Divided by blood but united-precariously-by a shared vision, the brothers begin erecting their mighty ring of granite, aligning towering stones to the movement of the heavenly bodies, and raising arches to appease and unite their gods. Caught between the zealousness of his ambitious brothers, Saban becomes the true leader of his people, a peacemaker who will live to see the temple built in the name of salvation and regeneration.,Bernard Cornwell, long admired for his rousing narrative and meticulous historical imaginings, has here delivered his masterpiece, the most compelling and powerful human drama of its kind since Ken Follett's ,Pillars of the Earth, and Edward Rutherford's ,Sarum,. His re-creation of civilization as it might have been in 2000 B.C. at once amplifies the mystery of his subject and makes the world of Stonehenge come alive as never before.",Bernard Cornwell,Paperback,60956852,578,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276681573l/101086.jpg
PequeÃ±o teatro,"Historical,Historical Fiction,Fiction,Historical,English History,Tudor Period,European Literature,British Literature,Literature,16th Century,Historical,Medieval,Adult Fiction,Adult,History,European History","Teatro de tÃ­teres: humildes muÃ±ecos movidos por la destreza de un anciano bondadoso... Pero seres humanos tambiÃ©n, seres humanos que palpitan y bullen en la ciudad, dejando al descubierto sus propias miserias, sus inclinaciones, sus torpes sentimientos, sus mezquindades, sus odios, sus reacciones... ,En torno a un adolescente desamparado se agitan las pasiones de seres cuyas ruindades â€“fantochadas, hipocresÃ­a, ambiciÃ³n, crueldad, sueÃ±os engaÃ±ososâ€“ adquieren, a lo largo de la narraciÃ³n y por la lograda delimitaciÃ³n de los personajes, caracteres de sÃ­mbolos, aunque sin perder en ningÃºn momento su condiciÃ³n humana.,Un hÃ¡lito poÃ©tico, como corresponde a la fina sensibilidad de la autora, anima todas las pÃ¡ginas de esta interesante novela, galardonada con el Premio Planeta 1954.",Ana MarÃ­a Matute,Paperback,8408040308,288,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1514763046l/1010872._SY475_.jpg
